experiment,signal,tsi,method,mse_f,mse_y,corr_y,mse_val,rank,lbd,n,time
periodic,T1,11,ICD,0,35.9749594212405,0.457830358785952,5.35565448624545,7,0,1008,3.06115984916687
periodic,T1,13,Mklaren,0,8.60333098444951,-0.0185723591347663,35.3624553455427,7,0,1008,15.5562310218811
periodic,T1,13,CSI,0,39.4947741269672,0.189074674630381,59.019000280529,7,0,1008,8.79438400268555
periodic,T1,13,Nystrom,0,48.0452488951143,0.315224771680071,63.2028598724952,7,0,1008,0.594101905822754
periodic,T1,13,Arima,0,54.7467188126264,0.303630953563849,7.88296053851586,7,0,1008,0.864693164825439
periodic,T1,13,ICD,0,53.927423756314,0.343051885928653,67.8834479769388,7,0,1008,3.02020502090454
periodic,T1,14,Mklaren,0,24.3574433505061,-0.592019037711004,14.7587083019739,7,0,1008,15.3461878299713
periodic,T1,14,CSI,0,54.859069718079,-0.262785190582529,15.2841613223563,7,0,1008,8.74497818946838
periodic,T1,14,Nystrom,0,57.4851907914378,-0.259401546371113,14.2147609023464,7,0,1008,0.596292972564697
periodic,T1,14,Arima,0,168.703262022293,-0.0181675914772084,14.1789583031236,7,0,1008,0.869602918624878
periodic,T1,14,ICD,0,46.089296518146,-0.174386584691784,12.5823952346341,7,0,1008,3.0296630859375
periodic,T1,15,Mklaren,0,25.9109724974674,-0.106278542743672,11.4421803735612,7,0,1008,15.5673179626465
periodic,T1,15,CSI,0,17.5589908228538,0.00499378187510075,10.4553471830477,7,0,1008,8.74438881874084
periodic,T1,15,Nystrom,0,27.638575884674,-0.138528580321658,12.3834961716297,7,0,1008,0.596289873123169
periodic,T1,15,Arima,0,82.4700799164787,0.255724614509718,8.81198184716673,7,0,1008,0.865666151046753
periodic,T1,15,ICD,0,28.1404456703262,-0.194154657471316,11.9007627852306,7,0,1008,3.02342700958252
periodic,T1,16,Mklaren,0,84.1476012682642,-0.478208115392216,38.6602000227191,7,0,1008,15.696849822998
periodic,T1,16,CSI,0,91.2962763126604,-0.346412864651384,44.7888068555749,7,0,1008,8.77921581268311
periodic,T1,16,Nystrom,0,80.135746658123,0.0525361523046,34.7174702781898,7,0,1008,0.593571186065674
periodic,T1,16,Arima,0,265.19296005901,-0.15761442134869,30.8928044374104,7,0,1008,0.859426975250244
periodic,T1,16,ICD,0,103.458719407185,-0.223647216483616,43.5130400734898,7,0,1008,3.01355314254761
periodic,T1,17,Mklaren,0,39.2266496841881,-0.0487560326919748,21.8810216169123,7,0,1008,15.552759885788
periodic,T1,17,CSI,0,43.9638819820189,0.00943561168001414,21.5382807958106,7,0,1008,8.73443818092346
periodic,T1,17,Nystrom,0,21.3694063066786,-0.168224081252608,17.7427593285582,7,0,1008,0.596362113952637
periodic,T1,17,Arima,0,64.212092175183,-0.0480186363510581,11.8631163683878,7,0,1008,0.876542091369629
periodic,T1,17,ICD,0,23.9938565223461,-0.219214922502756,16.8193895900686,7,0,1008,3.04268598556519
periodic,T1,18,Mklaren,0,34.3998112537726,0.228980893394402,21.1228830054533,7,0,1008,15.5118019580841
periodic,T1,18,CSI,0,14.2327250865652,-0.432928621810436,7.41814226866969,7,0,1008,8.76099896430969
periodic,T1,18,Nystrom,0,14.8348417485216,-0.222114845644674,9.07603230219138,7,0,1008,0.596193075180054
periodic,T1,18,Arima,0,162.199822149002,0.546878988418518,7.87122150745058,7,0,1008,0.870743036270142
periodic,T1,18,ICD,0,18.2278944432355,0.0493499141190903,8.81492742462839,7,0,1008,3.05315399169922
periodic,T1,1,Mklaren,0,189.005764446178,-0.704015785234915,10.7174693820567,7,1e-05,1008,15.5286870002747
periodic,T1,1,CSI,0,8.53686888935893,-0.602294304738131,6.19895776049724,7,1e-05,1008,8.89901304244995
periodic,T1,1,Nystrom,0,12.4112884456245,-0.665668636609276,7.76640632100871,7,1e-05,1008,3.2166850566864
periodic,T1,1,Arima,0,651.132636441669,0.0456769547636783,25.6116968982101,7,1e-05,1008,0.855897903442383
periodic,T1,1,ICD,0,10.7830649351296,-0.697181656357504,7.44097923333516,7,1e-05,1008,3.01922607421875
periodic,T1,3,Mklaren,0,5.97110120812797,0.0469770809573739,2.48962714080037,7,1e-05,1008,15.6226789951324
periodic,T1,3,CSI,0,175.654524987503,0.692717658366662,70.5215503592136,7,1e-05,1008,8.75317001342773
periodic,T1,3,Nystrom,0,175.039026351958,0.662524658767405,70.2740761728804,7,1e-05,1008,3.23094916343689
periodic,T1,3,Arima,0,390.015928461984,0.334601463433459,13.6525512363578,7,1e-05,1008,0.872127056121826
periodic,T1,3,ICD,0,175.443459447882,0.681516116743338,69.8832849091481,7,1e-05,1008,3.02985501289368
periodic,T1,4,Mklaren,0,9.28597253985565,-0.0886041289722432,5.41989817624462,7,1e-05,1008,15.4237689971924
periodic,T1,4,CSI,0,9.20050063016622,0.116184107660802,3.99080232706734,7,1e-05,1008,8.7731659412384
periodic,T1,4,Nystrom,0,10.4490743440685,-0.00825242414539476,4.16010113775355,7,1e-05,1008,3.2262499332428
periodic,T1,4,Arima,0,5.90219543890078,-0.235099406567035,7.55839667265216,7,1e-05,1008,0.875339984893799
periodic,T1,4,ICD,0,9.38516384688298,-0.0109410066729512,3.96845174490792,7,1e-05,1008,3.00750207901001
periodic,T1,5,Mklaren,0,10.8368594213183,-0.54851392464557,22.071160909004,7,1e-05,1008,15.4232258796692
periodic,T1,5,CSI,0,132.781372600401,-0.313626691470898,28.2258672932476,7,1e-05,1008,8.77104210853577
periodic,T1,5,Nystrom,0,161.952589117981,-0.394290231462615,36.293084365578,7,1e-05,1008,3.21511697769165
periodic,T1,5,Arima,0,77.0155286985301,-0.204547465447832,19.0761667534111,7,1e-05,1008,0.860380887985229
periodic,T1,5,ICD,0,146.909882464762,-0.392935893652444,33.367731076091,7,1e-05,1008,2.97231006622314
periodic,T1,6,Mklaren,0,147.96085100874,-0.179748805652777,104.491815734103,7,1e-05,1008,15.4134850502014
periodic,T1,6,CSI,0,106.929375928786,-0.0136641373487717,34.0906071218898,7,1e-05,1008,8.88962292671204
periodic,T1,6,Nystrom,0,96.9348876546758,0.0350586775705919,29.6012576408855,7,1e-05,1008,3.2189462184906
periodic,T1,6,Arima,0,137.710958532105,-0.120170571349542,1.73437790704506,7,1e-05,1008,0.8642737865448
periodic,T1,6,ICD,0,91.8423144568769,0.0218283805400733,30.5876689430669,7,1e-05,1008,3.02189183235168
periodic,T1,7,Mklaren,0,4.8323061887788,0.097804021133902,6.28197908718579,7,1e-05,1008,15.4315750598907
periodic,T1,7,CSI,0,17.8162159528628,-0.156639064784382,15.1726060367555,7,1e-05,1008,8.76373791694641
periodic,T1,7,Nystrom,0,21.6128561428864,-0.299449520971305,16.0734600123791,7,1e-05,1008,3.21107912063599
periodic,T1,7,Arima,0,131.024494857455,-0.315804739185256,7.723394454893,7,1e-05,1008,0.867697954177856
periodic,T1,7,ICD,0,30.8845142852428,-0.249641410355946,19.1169361555146,7,1e-05,1008,2.99769902229309
periodic,T1,8,Mklaren,0,21.843654141841,-0.00804588750012307,17.2168586412439,7,1e-05,1008,15.6105449199677
periodic,T1,8,CSI,0,31.5671476008559,-0.0451406202198593,18.4030874362965,7,1e-05,1008,8.75399303436279
periodic,T1,8,Nystrom,0,31.5860064157088,0.00902871071608639,18.2897574017432,7,1e-05,1008,3.21198511123657
periodic,T1,8,Arima,0,656.324946563507,0.590222734921177,4.55318515627027,7,1e-05,1008,0.858520984649658
periodic,T1,8,ICD,0,33.4721691832834,0.0283053235177928,17.8281310087345,7,1e-05,1008,3.00686597824097
periodic,T1,9,Mklaren,0,8.09258159008164,-0.425991672710913,11.025719397183,7,1e-05,1008,15.5434620380402
periodic,T1,9,CSI,0,2.37045547641776,-0.195407764605722,9.93958990591139,7,1e-05,1008,8.74209523200989
periodic,T1,9,Nystrom,0,1.95577173805762,-0.196377642730499,8.6536070911543,7,1e-05,1008,3.21874308586121
periodic,T1,9,Arima,0,148.37195702645,0.259312832452509,2.93288054269904,7,1e-05,1008,0.861701011657715
periodic,T1,9,ICD,0,1.67146232894399,-0.0974186454643108,8.50644775429597,7,1e-05,1008,3.00665402412415
periodic,T1,11,Mklaren,0,151.890355293188,0.117145138199067,213.857770025012,7,1e-05,1008,15.5285420417786
periodic,T1,11,CSI,0,46.9730517520018,0.330587220989224,6.04767872434457,7,1e-05,1008,8.79729914665222
periodic,T1,11,Nystrom,0,43.083345509988,0.124726614048195,5.23564013523563,7,1e-05,1008,3.22657799720764
periodic,T1,11,Arima,0,52.7129484390742,-0.530634096940895,4.71121953139172,7,1e-05,1008,0.876723051071167
periodic,T1,11,ICD,0,35.9749647023587,0.45783021578302,5.35565417024882,7,1e-05,1008,3.00616717338562
periodic,T1,12,Mklaren,0,36.2978146554178,-0.150921565973847,5.20366757906397,7,1e-05,1008,15.3642888069153
periodic,T1,12,CSI,0,61.7370662331654,-0.149686246430019,11.430705453566,7,1e-05,1008,8.75937294960022
periodic,T1,12,Nystrom,0,64.7083477910166,-0.173028897008806,12.6298579042576,7,1e-05,1008,3.22233104705811
periodic,T1,12,Arima,0,9.05974288022229,0.64335572200987,2.46128254436997,7,1e-05,1008,0.872717142105103
periodic,T1,12,ICD,0,61.7346436778499,-0.145765059675748,12.0924025475695,7,1e-05,1008,3.01177501678467
periodic,T1,13,Mklaren,0,28.4638735662174,-0.475614705668788,4.74898627589508,7,1e-05,1008,15.7147629261017
periodic,T1,13,CSI,0,39.4947767731427,0.189074714178772,59.0190015988322,7,1e-05,1008,8.82208395004272
periodic,T1,13,Nystrom,0,47.2694093780912,0.323568982696866,63.8555580998616,7,1e-05,1008,3.23248696327209
periodic,T1,13,Arima,0,57.0892142405258,0.317653252219339,7.88295502430045,7,1e-05,1008,0.86794900894165
periodic,T1,13,ICD,0,53.9274189628035,0.343051898450537,67.8834456464061,7,1e-05,1008,3.02300000190735
periodic,T1,14,Mklaren,0,24.7901636384574,-0.609156885588208,13.7611250546603,7,1e-05,1008,15.3908178806305
periodic,T1,14,CSI,0,54.859070729632,-0.262785209852691,15.2841611179104,7,1e-05,1008,8.73608207702637
periodic,T1,14,Nystrom,0,58.9294772074133,-0.255727129842,13.9251815026719,7,1e-05,1008,3.21309590339661
periodic,T1,14,Arima,0,104.180602426672,0.0872497694032268,14.1789587787327,7,1e-05,1008,0.864875078201294
periodic,T1,14,ICD,0,46.0893048265618,-0.174386719442775,12.5823953025474,7,1e-05,1008,3.01471710205078
periodic,T1,15,Mklaren,0,27.027552567415,-0.340836704099655,9.5014334954759,7,1e-05,1008,15.381147146225
periodic,T1,15,CSI,0,17.5589932105142,0.00499376714818218,10.4553472616161,7,1e-05,1008,8.72840809822083
periodic,T1,15,Nystrom,0,20.4517940599404,0.0396582359122753,13.2951662067095,7,1e-05,1008,3.22504210472107
periodic,T1,15,Arima,0,64.6067276847507,0.269453254273424,8.81198129733314,7,1e-05,1008,0.863192081451416
periodic,T1,15,ICD,0,28.1404445970312,-0.194154639880119,11.900762500044,7,1e-05,1008,3.00153613090515
periodic,T1,16,Mklaren,0,75.8954099911911,-0.490760411404352,32.4306666141164,7,1e-05,1008,15.3967959880829
periodic,T1,16,CSI,0,91.2962771450618,-0.346412870105244,44.7888065642284,7,1e-05,1008,8.82733702659607
periodic,T1,16,Nystrom,0,77.654468620353,-0.0986964699568748,44.1834290882502,7,1e-05,1008,3.24204802513123
periodic,T1,16,Arima,0,237.495525006654,-0.194735781757157,30.8928142779445,7,1e-05,1008,0.866554021835327
periodic,T1,16,ICD,0,103.458703665987,-0.223647202799878,43.5130360188053,7,1e-05,1008,3.02402496337891
periodic,T1,17,Mklaren,0,38.7403576707373,0.036755242060707,22.7316081172983,7,1e-05,1008,15.4417190551758
periodic,T1,17,CSI,0,43.9638683494727,0.00943555616482104,21.5382774822357,7,1e-05,1008,8.73974418640137
periodic,T1,17,Nystrom,0,26.4110105619184,-0.245991150514603,16.904858863074,7,1e-05,1008,3.22189402580261
periodic,T1,17,Arima,0,49.9099783895605,-0.0852838340011624,11.8630880569405,7,1e-05,1008,0.873565912246704
periodic,T1,17,ICD,0,23.9938560451372,-0.219214937589645,16.8193895940392,7,1e-05,1008,3.03039288520813
periodic,T1,18,Mklaren,0,13.8169502461929,0.539236690005419,8.24196061658742,7,1e-05,1008,15.5170879364014
periodic,T1,18,CSI,0,14.2327256859455,-0.43292860457164,7.41814242785388,7,1e-05,1008,8.79385209083557
periodic,T1,18,Nystrom,0,15.5186269535781,-0.168548471175828,8.52465203717464,7,1e-05,1008,3.26730585098267
periodic,T1,18,Arima,0,116.550941989692,0.499455090196214,7.87121972967879,7,1e-05,1008,0.863959074020386
periodic,T1,18,ICD,0,18.2278929444002,0.0493495991014235,8.8149268661369,7,1e-05,1008,3.04278707504272
periodic,T1,2,Mklaren,0,8.97309716369294,0.0382068233926735,8.26998322866465,7,1e-04,1008,15.4710919857025
periodic,T1,2,CSI,0,32.2792894569033,0.210090834225878,11.1751717015763,7,1e-04,1008,8.71777200698853
periodic,T1,2,Nystrom,0,27.2852436702063,-0.0416733128553605,10.8275443557821,7,1e-04,1008,3.20963406562805
periodic,T1,2,Arima,0,23.9240598684297,-0.590635693851941,12.3422810535686,7,1e-04,1008,0.857675075531006
periodic,T1,2,ICD,0,28.047342721943,0.0183849610731652,11.070644390475,7,1e-04,1008,2.99637985229492
periodic,T1,3,Mklaren,0,6.00529346474947,0.0571618040182844,2.50594877733555,7,1e-04,1008,15.5238010883331
periodic,T1,3,CSI,0,175.654511729159,0.692717651849596,70.5215468063894,7,1e-04,1008,8.74166893959045
periodic,T1,3,Nystrom,0,173.059852353123,0.670926807781866,72.5017981866167,7,1e-04,1008,3.22066593170166
periodic,T1,3,Arima,0,381.045747653053,0.35026779781504,13.652602788743,7,1e-04,1008,0.861275911331177
periodic,T1,3,ICD,0,175.443437804511,0.681516098652617,69.883278574053,7,1e-04,1008,3.01166605949402
periodic,T1,5,Mklaren,0,9.54500538402275,-0.553237304127567,18.898930997661,7,1e-04,1008,15.5181410312653
periodic,T1,5,CSI,0,132.78144208808,-0.313627450339952,28.2258816495321,7,1e-04,1008,8.75616192817688
periodic,T1,5,Nystrom,0,152.042744239139,-0.403067519914829,35.1649634746612,7,1e-04,1008,3.18564891815186
periodic,T1,5,Arima,0,76.9382499681289,-0.205329144445066,19.0761647989095,7,1e-04,1008,0.853662014007568
periodic,T1,5,ICD,0,146.909947558971,-0.392936947731807,33.367744283578,7,1e-04,1008,2.96778297424316
periodic,T1,6,Mklaren,0,169.415442845741,-0.248508242335702,99.9024625972435,7,1e-04,1008,15.5037319660187
periodic,T1,6,CSI,0,106.92935273088,-0.0136641303394628,34.0906018671325,7,1e-04,1008,8.82861399650574
periodic,T1,6,Nystrom,0,106.30064424037,-0.0157117367580855,32.3299939760472,7,1e-04,1008,3.198086977005
periodic,T1,6,Arima,0,137.400042390231,-0.120082273785195,1.73439064272254,7,1e-04,1008,0.860288858413696
periodic,T1,6,ICD,0,91.8423503302524,0.0218283377452425,30.587678203786,7,1e-04,1008,2.97983193397522
periodic,T1,7,Mklaren,0,4.8311786511885,0.0971009634932018,6.28068730141344,7,1e-04,1008,15.326210975647
periodic,T1,7,CSI,0,17.8162119282146,-0.156639077021552,15.1726039851114,7,1e-04,1008,8.86619400978088
periodic,T1,7,Nystrom,0,21.6858174015181,-0.170775460209542,16.0790434604992,7,1e-04,1008,3.19115495681763
periodic,T1,7,Arima,0,116.899323212242,-0.308986542202952,7.72323592355655,7,1e-04,1008,0.863362789154053
periodic,T1,7,ICD,0,30.8844252377798,-0.249641237089429,19.1169070660474,7,1e-04,1008,2.98622512817383
periodic,T1,8,Mklaren,0,21.8377846958544,-0.00804956655245731,17.2152678494088,7,1e-04,1008,15.3898179531097
periodic,T1,8,CSI,0,31.5671485380568,-0.0451405989096594,18.4030863101101,7,1e-04,1008,8.762531042099
periodic,T1,8,Nystrom,0,31.1370280421866,-0.0976960561725663,17.1813709012368,7,1e-04,1008,3.20410799980164
periodic,T1,8,Arima,0,645.696052593385,0.594534465561762,4.55323420723399,7,1e-04,1008,0.927327871322632
periodic,T1,8,ICD,0,33.4721535188387,0.0283052880487809,17.8281271657292,7,1e-04,1008,3.00741386413574
periodic,T1,9,Mklaren,0,8.09185412959871,-0.425990270501617,11.0250213241103,7,1e-04,1008,15.34144282341
periodic,T1,9,CSI,0,2.37045403171411,-0.1954078027547,9.93958781723369,7,1e-04,1008,8.74550104141235
periodic,T1,9,Nystrom,0,1.48865571278549,-0.126314702205047,8.81477438220178,7,1e-04,1008,3.17193984985352
periodic,T1,9,Arima,0,147.525793138153,0.258075192696386,2.93285911097231,7,1e-04,1008,0.869397878646851
periodic,T1,9,ICD,0,1.67146071847338,-0.0974186369636344,8.50644661723549,7,1e-04,1008,2.98106503486633
periodic,T1,10,Mklaren,0,16.5478143126768,0.157790872560705,12.7420360973382,7,1e-04,1008,15.1699149608612
periodic,T1,10,CSI,0,10.6005713719886,-0.14615834565126,10.3570858157441,7,1e-04,1008,8.78787398338318
periodic,T1,10,Nystrom,0,12.8944714002191,-0.078980470411141,8.01532868966778,7,1e-04,1008,3.21453213691711
periodic,T1,10,Arima,0,12.0791918669419,0.431030175438953,3.65814692976017,7,1e-04,1008,0.862645149230957
periodic,T1,10,ICD,0,13.9790293966053,0.00313081661177468,7.94658182047018,7,1e-04,1008,3.00854182243347
periodic,T1,12,Mklaren,0,36.3374510524675,-0.15117713476754,5.20706345887775,7,1e-04,1008,15.2160308361053
periodic,T1,12,CSI,0,61.7370721668956,-0.149686289107101,11.430707061632,7,1e-04,1008,8.75072288513184
periodic,T1,12,Nystrom,0,67.48739475511,-0.194419102833538,12.2131915527673,7,1e-04,1008,3.18935704231262
periodic,T1,12,Arima,0,9.05985088336277,0.643322349979355,2.46133338655267,7,1e-04,1008,0.859945058822632
periodic,T1,12,ICD,0,61.7346598071336,-0.145765100836482,12.092405552741,7,1e-04,1008,2.98963499069214
periodic,T1,13,Mklaren,0,28.4571328778444,-0.475835404335704,4.7506831825351,7,1e-04,1008,15.3671019077301
periodic,T1,13,CSI,0,39.4948005886352,0.189075070113411,59.0190134635257,7,1e-04,1008,8.87086820602417
periodic,T1,13,Nystrom,0,40.1611379567244,0.269748015054399,68.3779158461731,7,1e-04,1008,3.18154001235962
periodic,T1,13,Arima,0,56.7635496321441,0.316425123938666,7.88290540324512,7,1e-04,1008,0.850090980529785
periodic,T1,13,ICD,0,53.9273758214744,0.343052011147122,67.8834246717409,7,1e-04,1008,2.97448086738586
periodic,T1,14,Mklaren,0,24.788672524793,-0.609151998055014,13.7618455302441,7,1e-04,1008,15.1825578212738
periodic,T1,14,CSI,0,54.8590798335717,-0.262785383283914,15.2841592778971,7,1e-04,1008,8.82232093811035
periodic,T1,14,Nystrom,0,52.6979444193143,-0.291508085788506,13.0974948162427,7,1e-04,1008,3.20835900306702
periodic,T1,14,Arima,0,61.8943497179078,0.321669677696167,14.178963062651,7,1e-04,1008,0.86551308631897
periodic,T1,14,ICD,0,46.0893796019119,-0.174387932195447,12.5823959137756,7,1e-04,1008,3.01538801193237
periodic,T1,15,Mklaren,0,27.0265901737689,-0.34083727213983,9.5011970018321,7,1e-04,1008,15.1911249160767
periodic,T1,15,CSI,0,17.5590146994062,0.00499363460604818,10.4553479687378,7,1e-04,1008,8.73191809654236
periodic,T1,15,Nystrom,0,22.3687219848442,-0.00808232872283834,10.9752233692644,7,1e-04,1008,3.19924116134644
periodic,T1,15,Arima,0,57.1954298861907,0.291311365503084,8.81197634971268,7,1e-04,1008,0.858161926269531
periodic,T1,15,ICD,0,28.1404349374355,-0.194154481560311,11.9007599333796,7,1e-04,1008,2.97607803344727
periodic,T1,16,Mklaren,0,75.8991545803435,-0.49077043340109,32.4325440337463,7,1e-04,1008,15.2514951229095
periodic,T1,16,CSI,0,91.296284636577,-0.346412919189676,44.7888039420919,7,1e-04,1008,8.788743019104
periodic,T1,16,Nystrom,0,85.1336538442168,-0.131674505107524,50.9769584467951,7,1e-04,1008,3.16870212554932
periodic,T1,16,Arima,0,237.640919096847,-0.194495400192088,30.8929028307921,7,1e-04,1008,0.855178833007812
periodic,T1,16,ICD,0,103.458561996086,-0.223647079646031,43.5129995268731,7,1e-04,1008,2.99563002586365
periodic,T1,17,Mklaren,0,38.7419365773785,0.0367552420607463,22.7313011341743,7,1e-04,1008,15.1978490352631
periodic,T1,17,CSI,0,43.9637456572917,0.00943505652772728,21.5382476602536,7,1e-04,1008,8.75853610038757
periodic,T1,17,Nystrom,0,22.6040930469771,-0.250568492412625,18.7020260869143,7,1e-04,1008,3.21733999252319
periodic,T1,17,Arima,0,48.4963695709227,-0.0932685456477681,11.8628333261357,7,1e-04,1008,0.872516870498657
periodic,T1,17,ICD,0,23.9938517502784,-0.219215073371023,16.8193896297742,7,1e-04,1008,3.01920318603516
periodic,T1,18,Mklaren,0,28.4479916765526,0.272425493824796,8.72600418081047,7,1e-04,1008,15.3133320808411
periodic,T1,18,CSI,0,14.2327310803651,-0.43292844942283,7.41814386051277,7,1e-04,1008,8.73500990867615
periodic,T1,18,Nystrom,0,16.9873783737741,-0.458159493703515,8.28738342468865,7,1e-04,1008,3.22354102134705
periodic,T1,18,Arima,0,116.464976032504,0.499292228184818,7.87120373777156,7,1e-04,1008,0.865876913070679
periodic,T1,18,ICD,0,18.227879454973,0.0493467639509805,8.81492183974613,7,1e-04,1008,3.01296806335449
periodic,T1,2,Mklaren,0,10.8095342459701,-0.0819048468305174,6.65973233830616,7,0.001,1008,15.2347519397736
periodic,T1,2,CSI,0,32.2791040883468,0.210088790921697,11.1751450472282,7,0.001,1008,8.74622702598572
periodic,T1,2,Nystrom,0,31.2110150014602,0.214016784636196,11.5335662714513,7,0.001,1008,3.22353291511536
periodic,T1,2,Arima,0,23.9049310245233,-0.587027006593483,12.3419570383828,7,0.001,1008,0.863137006759644
periodic,T1,2,ICD,0,28.0473544551925,0.018385417178844,11.0706465435365,7,0.001,1008,3.00517797470093
periodic,T1,3,Mklaren,0,8.0061713044088,0.0350453088901022,2.65265352187518,7,0.001,1008,15.6502730846405
periodic,T1,3,CSI,0,175.654379150345,0.69271758667693,70.5215112792675,7,0.001,1008,8.76352000236511
periodic,T1,3,Nystrom,0,176.787147783355,0.674295218471825,68.9505575066408,7,0.001,1008,3.19306111335754
