n,L,iteration,method,lambda,rank,sp.corr,sp.pval,evar_tr,evar_va,evar,mse
10500,30,5,Nystrom,1.0,3,0.38935932718976418,1.0810772155817056e-180,0.21119304435895314,0.18663054662176032,0.15366447878271203,0.45623991560558513
10500,30,5,Nystrom,10.0,3,0.44049300369381988,1.9660360574920815e-236,0.19378474087607739,0.14572574410187741,0.20388667096146559,0.42916629273766438
10500,30,5,ICD,0,3,0.43503982335498265,5.1193069785428054e-230,0.21144021287233783,0.17752052793805254,0.20117895782159897,0.43062595829989914
10500,30,5,ICD,1.0000000000000001e-05,3,0.43503982335498265,5.1193069785428054e-230,0.21144021287233783,0.17752052789808376,0.20117895771297473,0.43062595835845596
10500,30,5,ICD,0.0001,3,0.43503982335498265,5.1193069785428054e-230,0.21144021287233694,0.17752052753836492,0.20117895673535796,0.43062595888546656
10500,30,5,ICD,0.001,3,0.43503982335498265,5.1193069785428054e-230,0.21144021287225764,0.17752052394115234,0.20117894695918057,0.4306259641555778
10500,30,5,ICD,0.01,3,0.43503944947974083,5.124447063633914e-230,0.21144021286432052,0.1775204879665756,0.20117884919672319,0.4306260168570587
10500,30,5,ICD,0.10000000000000001,3,0.43503945557579365,5.1243632129894331e-230,0.21144021207096966,0.17752012797601843,0.20117787150354094,0.43062654390885291
10500,30,5,ICD,1.0,3,0.43500550790543868,5.6132128720141139e-230,0.21144013311131102,0.17751650379157261,0.20116808787306262,0.43063181803788547
10500,30,5,ICD,10.0,3,0.43481951747674447,9.2455716124423463e-230,0.21143259672750853,0.17747802395756013,0.20106973406840645,0.43068483830043014
10500,30,6,Mklaren,0,3,0.46009633820000956,1.7262861445741157e-260,0.2573357156464145,0.22277066153623939,0.21597939729984283,0.31711980245300747
10500,30,6,Mklaren,1.0000000000000001e-05,3,0.46009594541349425,1.7282667053895434e-260,0.25733571562568813,0.22277171619285094,0.21598045932201707,0.31711937288743108
10500,30,6,Mklaren,0.0001,3,0.46009898258494386,1.7130111529484487e-260,0.25733571357582308,0.22278120149832162,0.21599001127166989,0.3171155093252026
10500,30,6,Mklaren,0.001,3,0.4602755520036696,1.0229058506022424e-260,0.25733551060349702,0.22287540632412786,0.21608491722454895,0.3170771218683871
10500,30,6,Mklaren,0.01,3,0.46058552258067736,4.1344066134385697e-261,0.2573170349025537,0.22375773821508294,0.21697738676750181,0.31671613675628441
10500,30,6,Mklaren,0.10000000000000001,3,0.46246610382365422,1.6626135075724261e-263,0.2563306104574854,0.22928369696537773,0.22273868833018617,0.31438581175316788
10500,30,6,Mklaren,1.0,3,0.45494502123483049,5.1543820976137159e-254,0.22701592154107028,0.2217512402998805,0.21618797345372201,0.31703543779666199
10500,30,6,Mklaren,10.0,3,0.46405334846814489,1.5385733573197708e-265,0.086060801684963842,0.093047913921273817,0.091283270117543044,0.36755675663829074
10500,30,6,CSI,0,3,0.43954434788445113,2.6190527744674642e-235,0.21669554559483517,0.23876373644657384,0.20586916827604662,0.32120917691553941
10500,30,6,CSI,1.0000000000000001e-05,3,0.43954434788445113,2.6190527744674642e-235,0.21669554559483509,0.23876373590228869,0.20586916792970128,0.32120917705562879
10500,30,6,CSI,0.0001,3,0.43954434788445113,2.6190527744674642e-235,0.21669554559483045,0.23876373100372217,0.20586916481259013,0.32120917831643453
10500,30,6,CSI,0.001,3,0.43954434788445113,2.6190527744674642e-235,0.2166955455943681,0.23876368201796253,0.20586913364128709,0.32120919092456934
10500,30,6,CSI,0.01,3,0.43954315138092048,2.6276065966765806e-235,0.21669554554812814,0.23876319215109768,0.20586882190909297,0.32120931701366889
10500,30,6,CSI,0.10000000000000001,3,0.43954153708276023,2.639191473446534e-235,0.21669554092622956,0.23875829255561756,0.2058657026715536,0.32121057867948338
10500,30,6,CSI,1.0,3,0.43951306829558079,2.8520859359503068e-235,0.21669508082091574,0.23870920411535917,0.2058343196133581,0.32122327246480109
10500,30,6,CSI,10.0,3,0.43924624652023342,5.8990114677472594e-235,0.21665104633306051,0.23820925746357755,0.20550224931877789,0.32135758789714447
10500,30,6,Nystrom,0,3,0.2680667303900866,4.8926073736910771e-83,0.082769483565091409,0.1142679223135027,0.07702045881996071,0.37332576307196941
10500,30,6,Nystrom,1.0000000000000001e-05,3,0.20771496416294577,7.3629707658372524e-50,0.067547263545925301,0.082530027777989609,0.042451207218270101,0.38730829644050768
10500,30,6,Nystrom,0.0001,3,0.24992964737218035,4.4703722131847469e-72,0.062122248041746556,0.10491762505135543,0.069694663950680621,0.37628889262973414
10500,30,6,Nystrom,0.001,3,0.35081325426272958,9.4679673818979677e-145,0.13204430940070938,0.12349861450899441,0.1308537272471946,0.35155134108579994
10500,30,6,Nystrom,0.01,3,0.30311281341728313,9.4005556267805695e-107,0.11271306088979714,0.13059631358053012,0.10491228515741535,0.36204410742704762
10500,30,6,Nystrom,0.10000000000000001,3,0.17825053541159031,5.6963086487664204e-37,0.046474827508066273,0.072390713910221019,0.041359093329753009,0.38775003348082265
10500,30,6,Nystrom,1.0,3,0.22783221934896342,6.9700620087292018e-60,0.044312562176006418,0.068083741618799154,0.05600206102041911,0.38182726180186755
10500,30,6,Nystrom,10.0,3,0.22671392118288994,2.6735241982103343e-59,0.034011240431304983,0.052938743703846526,0.048768451064490771,0.38475310450593153
10500,30,6,ICD,0,3,0.19123400014903816,2.1616787963951804e-42,0.052675745520529824,0.072767011306290347,0.03708967854801417,0.38947692173798337
10500,30,6,ICD,1.0000000000000001e-05,3,0.19123400014903816,2.1616787963951804e-42,0.052675745520529428,0.072767011228513284,0.037089678624634803,0.38947692170699194
10500,30,6,ICD,0.0001,3,0.19123400014903816,2.1616787963951804e-42,0.052675745520529428,0.072767010528519138,0.037089679314221073,0.38947692142806883
10500,30,6,ICD,0.001,3,0.19123400014903816,2.1616787963951804e-42,0.052675745520517778,0.072767003528597218,0.037089686210076522,0.38947691863884071
10500,30,6,ICD,0.01,3,0.19123400110904423,2.1616767268961498e-42,0.052675745519340914,0.072766933531270825,0.037089755168017782,0.38947689074680747
10500,30,6,ICD,0.10000000000000001,3,0.19123242559513021,2.165075737974131e-42,0.052675745401722082,0.072766233747273784,0.037090444686054914,0.38947661185130017
10500,30,6,ICD,1.0,3,0.19123537751770533,2.1587116083536428e-42,0.052675733689448806,0.072759254738174406,0.037097333740080007,0.38947382537420505
10500,30,6,ICD,10.0,3,0.19118294736378608,2.2745673293557449e-42,0.052674609020161994,0.072691255385837941,0.03716562148869694,0.38944620441975975
10500,30,7,Mklaren,0,3,0.3835205453992242,6.2787885114677624e-175,0.25643211878586886,0.22948169327058085,0.22365522009921585,0.19068864020761753
10500,30,7,Mklaren,1.0000000000000001e-05,3,0.38351414549355395,6.369854883877298e-175,0.25643211876824656,0.22948222981129685,0.22365534841305321,0.19068860869070417
10500,30,7,Mklaren,0.0001,3,0.38351414549355395,6.369854883877298e-175,0.25643211702398688,0.22948705637089128,0.22365650163535672,0.19068832543203018
10500,30,7,Mklaren,0.001,3,0.38349161382235369,6.7010876983309342e-175,0.25643194295036115,0.22953509405107841,0.22366787559484019,0.19068553171856184
10500,30,7,Mklaren,0.01,3,0.38324787308130015,1.1592955301812612e-174,0.25641488146353186,0.22999313298877566,0.22376613909480061,0.19066139587882336
10500,30,7,Mklaren,0.10000000000000001,3,0.38060244454423436,4.3133220048330239e-172,0.25499973352241739,0.23272268344566355,0.22349351452664143,0.19072835892093476
10500,30,7,Mklaren,1.0,3,0.38920736071585654,1.5323897570659384e-180,0.20497384772210936,0.20222288830095464,0.19252807749512629,0.19833420265666368
10500,30,7,Mklaren,10.0,3,0.48579086158374685,1.6841324897188342e-294,0.087054734070196843,0.09643724066022466,0.097179693837327233,0.22175402088230248
10500,30,7,CSI,0,3,0.59736838424818262,0.0,0.5230713433697961,0.41499391071558184,0.43934191332466943,0.13771088688609004
10500,30,7,CSI,1.0000000000000001e-05,3,0.59736838424818262,0.0,0.52307134336979577,0.41499391240679578,0.43934191374460974,0.13771088678294277
10500,30,7,CSI,0.0001,3,0.59736838424818262,0.0,0.52307134336976813,0.4149939276276951,0.4393419175240561,0.13771088585462135
10500,30,7,CSI,0.001,3,0.59736841645651007,0.0,0.52307134336699013,0.41499407983401543,0.43934195531689313,0.1377108765718067
10500,30,7,CSI,0.01,3,0.59736703553047032,0.0,0.52307134308922676,0.41499560163006283,0.43934233308266812,0.13771078378359736
10500,30,7,CSI,0.10000000000000001,3,0.59736778496208975,0.0,0.52307131535124907,0.41501079290814347,0.4393460945047985,0.13770985988935622
10500,30,7,CSI,1.0,3,0.5973505484668481,0.0,0.52306857941729823,0.41516007036261837,0.43938210885151552,0.1377010139139839
10500,30,7,CSI,10.0,3,0.59716755505437247,0.0,0.5228286064946559,0.4164187618919758,0.43960323987591088,0.13764669890415662
10500,30,7,Nystrom,0,3,0.2298287339520689,6.2088161000645329e-61,0.067664287209895452,0.048314968740398125,0.077867170503255326,0.22649763339686424
10500,30,7,Nystrom,1.0000000000000001e-05,3,0.17850409659281349,4.5038278916097377e-37,0.061834340042358611,0.030270283010822054,0.04911270066543761,0.23356041129557717
10500,30,7,Nystrom,0.0001,3,0.21088058631122625,2.2724978158169594e-51,0.044419354194797055,0.060333638881279295,0.051975745837668098,0.23285717968395303
10500,30,7,Nystrom,0.001,3,0.37430866068394414,4.5225343512740266e-166,0.16933449630027997,0.1690590814438919,0.16029578875639847,0.20625121513551722
10500,30,7,Nystrom,0.01,3,0.27372067638277242,1.2378468598141202e-86,0.037217631950917679,0.046679057343816222,0.057347948171219396,0.23153763972641508
10500,30,7,Nystrom,0.10000000000000001,3,0.24478374852770332,4.0023196798616628e-69,0.049693194309762774,0.062837226170960311,0.07147722874526713,0.2280671542288229
10500,30,7,Nystrom,1.0,3,0.32041203257030981,9.5716215335366718e-120,0.1068888457062243,0.10940109467160518,0.11348091671649183,0.21775005498335426
10500,30,7,Nystrom,10.0,3,0.17272402853390822,8.7322488608464393e-35,0.049683536871965812,0.021131567123338597,0.05277252622087316,0.23266147157622685
10500,30,7,ICD,0,3,0.37109304260367687,4.7880385804695522e-163,0.18519879537559689,0.15466153883207784,0.18230978361129785,0.20084405731968863
10500,30,7,ICD,1.0000000000000001e-05,3,0.37109304260367687,4.7880385804695522e-163,0.18519879537559708,0.15466153891908668,0.18230978376237084,0.20084405728258153
10500,30,7,ICD,0.0001,3,0.37109304260367687,4.7880385804695522e-163,0.18519879537559295,0.15466153970216545,0.18230978512202431,0.20084405694861848
10500,30,7,ICD,0.001,3,0.37109311513241416,4.787290752299636e-163,0.1851987953751949,0.15466154753273867,0.18230979871824218,0.20084405360906579
10500,30,7,ICD,0.01,3,0.37109253355850186,4.7932905182965566e-163,0.18519879533539932,0.15466162581713949,0.18230993464888362,0.2008440202212852
10500,30,7,ICD,0.10000000000000001,3,0.37110154099407239,4.7012024409036729e-163,0.1851987913597789,0.1546624065305538,0.18231129080482528,0.20084368711730985
10500,30,7,ICD,1.0,3,0.37116348336778521,4.1140158862307153e-163,0.18519839770975144,0.15467000320367294,0.18232454052176741,0.20084043267344387
10500,30,7,ICD,10.0,3,0.37178875908440523,1.0681902114766662e-163,0.18516263518648479,0.15472730224347211,0.18242880558383076,0.20081482270810275
10500,30,8,Mklaren,0,3,0.32839332968053114,4.8886188404989005e-126,0.16889926735763797,0.046580422219909323,0.10333430625876357,0.18643416838367097
10500,30,8,Mklaren,1.0000000000000001e-05,3,0.32839332968053114,4.8886188404989005e-126,0.16889926728173085,0.046582990941539969,0.10333608050940177,0.18643379948259162
10500,30,8,Mklaren,0.0001,3,0.32839203338106254,4.9003104360281722e-126,0.16889925977498266,0.046606091311512755,0.10335203359002532,0.18643048252807895
10500,30,8,Mklaren,0.001,3,0.32843136545704305,4.5576843340305775e-126,0.16889851707173517,0.046835317731610898,0.10351007697356869,0.18639762224694506
10500,30,8,Mklaren,0.01,3,0.32869515971089569,2.802182144533694e-126,0.16883149267937525,0.048965444840106405,0.10495537079878363,0.18609711766173032
10500,30,8,Mklaren,0.10000000000000001,3,0.30274387134612762,1.7409422888273631e-106,0.11889827324581936,0.057906411305694079,0.095615516270317641,0.18803905435451687
10500,30,8,Mklaren,1.0,3,0.28387490381979535,2.5936083649918218e-93,0.081817180580844778,0.050281729068967759,0.079858045165339009,0.19131533785882834
10500,30,8,Mklaren,10.0,3,0.30316461916668946,8.6206960099461507e-107,0.034553405151986773,0.02734981392035361,0.034950652515026055,0.20065245475922822
10500,30,8,CSI,0,3,0.26943386787887524,6.7256750374965254e-84,0.095668092545920805,0.038079750557875769,0.072155439918357572,0.1929168587083849
10500,30,8,CSI,1.0000000000000001e-05,3,0.26943386787887524,6.7256750374965254e-84,0.095668092545920805,0.038079751142191323,0.072155440206586055,0.19291685864845662
10500,30,8,CSI,0.0001,3,0.26943386787887524,6.7256750374965254e-84,0.095668092545920402,0.038079756401030597,0.072155442800641831,0.19291685810910217
10500,30,8,CSI,0.001,3,0.26943386787887524,6.7256750374965254e-84,0.09566809254588321,0.038079808989340151,0.072155468741135959,0.19291685271557091
10500,30,8,CSI,0.01,3,0.26943386787887524,6.7256750374965254e-84,0.095668092542152472,0.038080334864253697,0.072155728139781175,0.19291679878156737
10500,30,8,CSI,0.10000000000000001,3,0.26943420546584457,6.7223706070425649e-84,0.095668092169134966,0.038085592795054489,0.072158321496734831,0.1929162595724169
10500,30,8,CSI,1.0,3,0.26943619877937719,6.7028922623661033e-84,0.095668054915066969,0.038138090367599277,0.072184192208160122,0.19291088055033126
10500,30,8,CSI,10.0,3,0.26944024060692812,6.6635687321295966e-84,0.095664376508062754,0.038654988928624588,0.072436703568500446,0.19285837854674054
10500,30,8,Nystrom,0,3,0.24325863799013597,2.9104953631653605e-68,0.072982811341714804,0.029646937125073741,0.059606733993606026,0.19552597776992831
10500,30,8,Nystrom,1.0000000000000001e-05,3,0.18533978331221235,7.0104642684204204e-40,0.025059724437243271,0.043920606091276612,0.039505832064432533,0.19970534468569731
10500,30,8,Nystrom,0.0001,3,0.23688292551971038,1.002376252119838e-64,0.076007761010984387,0.019624511698659711,0.055054482874353036,0.19647247896609929
10500,30,8,Nystrom,0.001,3,0.19513512360646401,4.2348835157231144e-44,0.060071820504303805,0.025035256197187002,0.044561232579236082,0.19865422898293042
10500,30,8,Nystrom,0.01,3,0.23012628662313403,4.3213659038827667e-61,0.078526480155053952,0.048092688260212818,0.051227901215525062,0.19726809942341733
10500,30,8,Nystrom,0.10000000000000001,3,0.19360923299062363,1.9919311386490016e-43,0.053396630730657417,0.01199239422584796,0.041331036306756865,0.19932584936495151
10500,30,8,Nystrom,1.0,3,0.07422516431614011,1.4846877045061363e-07,0.01041169511737854,0.0057201085020938819,0.002513002203519295,0.20739687065732468
10500,30,8,Nystrom,10.0,3,0.25378795566828072,2.4636578268553552e-74,0.075242940063422067,0.048063223205502062,0.070884454171188063,0.19318112126739101
10500,30,8,ICD,0,3,0.16369461966005117,2.2749690974364433e-31,0.032286025293066213,0.012540764685535229,0.029189521175492141,0.20185030557222594
10500,30,8,ICD,1.0000000000000001e-05,3,0.16369461966005117,2.2749690974364433e-31,0.032286025293065818,0.012540765273790588,0.029189521124058471,0.20185030558292
10500,30,8,ICD,0.0001,3,0.16369461966005117,2.2749690974364433e-31,0.032286025293059517,0.012540770568078325,0.029189520661148886,0.20185030567916787
10500,30,8,ICD,0.001,3,0.16369507902409156,2.2740844407913637e-31,0.032286025292413714,0.012540823510040166,0.029189516031531731,0.20185030664175496
10500,30,8,ICD,0.01,3,0.16369553555610705,2.2732055764219239e-31,0.032286025227849582,0.012541352838060221,0.029189469683240914,0.2018503162784625
10500,30,8,ICD,0.10000000000000001,3,0.1636756508532087,2.3117995795498314e-31,0.03228601877875481,0.012546636967976027,0.029189000995134207,0.20185041372779955
10500,30,8,ICD,1.0,3,0.16356174205930998,2.5457505331452883e-31,0.032285381124637039,0.012598572670877215,0.029183800287581673,0.20185149505565042
10500,30,8,ICD,10.0,3,0.16226598549432461,7.5843816877235881e-31,0.032228247078699854,0.013036036680767204,0.029086515600275413,0.20187172242678886
10500,30,9,Mklaren,0,3,0.51864806048945378,0.0,0.26044119411065708,0.19800232709247981,0.2812470241866763,0.19102204824208657
10500,30,9,Mklaren,1.0000000000000001e-05,3,0.51864806048945378,0.0,0.2604411940738951,0.19800379089699283,0.2812470939851292,0.19102202969184207
10500,30,9,Mklaren,0.0001,3,0.51864851370910536,0.0,0.26044119043535346,0.19801695952245674,0.2812477184901061,0.19102186371796254
10500,30,9,Mklaren,0.001,3,0.51864863351807067,0.0,0.26044082746930325,0.1981480911327434,0.28125360007900241,0.19102030057569294
10500,30,9,Mklaren,0.01,3,0.51855742755123158,0.0,0.26040540065813944,0.19940517291324722,0.28127701665471061,0.19101407718267041
10500,30,9,Mklaren,0.10000000000000001,3,0.51771104806002033,0.0,0.25757937045853929,0.20757794803092797,0.27875031027475655,0.19168559666745447
10500,30,9,Mklaren,1.0,3,0.60428146480166511,0.0,0.31733853291407077,0.26024801940530901,0.3247406921501178,0.17946279239269491
10500,30,9,Mklaren,10.0,3,0.62547758720198798,0.0,0.078102867737981294,0.068173816846922683,0.079468452752210011,0.24464847805012777
10500,30,9,CSI,0,3,0.20355759997265088,6.5066139906546696e-48,0.059621000904897956,0.057431750380411248,0.052569623554973452,0.25179734507604279
10500,30,9,CSI,1.0000000000000001e-05,3,0.20355759997265088,6.5066139906546696e-48,0.059621000904897775,0.057431750215101024,0.052569623584974516,0.25179734506806944
10500,30,9,CSI,0.0001,3,0.20355759997265088,6.5066139906546696e-48,0.059621000904897081,0.057431748727308232,0.052569623854984933,0.25179734499630912
10500,30,9,CSI,0.001,3,0.20355759997265088,6.5066139906546696e-48,0.059621000904823432,0.057431733849380773,0.052569626555058847,0.25179734427871397
10500,30,9,CSI,0.01,3,0.2035575266280647,6.5071228397191785e-48,0.059621000897441177,0.057431585070278381,0.0525696535527959,0.25179733710356034
10500,30,9,CSI,0.10000000000000001,3,0.20355678079810377,6.512299497730965e-48,0.059621000159429456,0.05743009729622759,0.052569923229832623,0.25179726543184328
10500,30,9,CSI,1.0,3,0.20356286278271302,6.4702049002562824e-48,0.059620926561554287,0.057415221109891071,0.052572589842773493,0.25179655672957285
10500,30,9,CSI,10.0,3,0.20362061036425111,6.0837709421388032e-48,0.059613763937883396,0.057266484764172211,0.052596131740345518,0.25179030002992075
10500,30,9,Nystrom,0,3,0.12082827639273747,1.0070201701970157e-17,0.018312333780280375,0.017488799162531776,0.016582376971885367,0.26136162902925447
10500,30,9,Nystrom,1.0000000000000001e-05,3,0.10402637639185937,1.6564607781797212e-13,0.002695017999157777,0.0076668314821504713,0.0077481502367965647,0.26370949003624661
10500,30,9,Nystrom,0.0001,3,-0.027962745112931953,0.048023899663047112,0.0047334708042557289,-0.0078574690555153204,-0.0076985898909703847,0.26781475017034256
10500,30,9,Nystrom,0.001,3,0.16480652499928897,8.8443617050328269e-32,0.030358121908098272,0.028759652312703082,0.028720221096017875,0.25813576990399478
10500,30,9,Nystrom,0.01,3,0.1357609916989827,5.3131111039883547e-22,0.018525732156593023,7.0988035028239012e-06,0.021699378118467727,0.26000169025644981
10500,30,9,Nystrom,0.10000000000000001,3,0.11834840299082544,4.6224450138807684e-17,0.033478983954952121,-0.017544907111113773,0.013739579993010559,0.26211715550346015
10500,30,9,Nystrom,1.0,3,0.02886927190349501,0.041222922176900059,0.0039899399947156064,-0.0042613204782259283,7.5710061444427459e-05,0.26574858453272809
10500,30,9,Nystrom,10.0,3,0.14353059273453744,1.9938235462398108e-24,0.013901217011738711,0.01076188825609614,0.022706484541974548,0.25973403288557306
10500,30,9,ICD,0,3,0.13841250572998637,8.1850017433543185e-23,0.011437903637374359,-0.0023312043675800488,0.020367711537654622,0.26035560556031984
10500,30,9,ICD,1.0000000000000001e-05,3,0.13841250572998637,8.1850017433543185e-23,0.011437903637374359,-0.0023312043189799517,0.020367711491183937,0.26035560557267029
10500,30,9,ICD,0.0001,3,0.13841250572998637,8.1850017433543185e-23,0.011437903637374359,-0.0023312038815769564,0.020367711072948602,0.26035560568382415
10500,30,9,ICD,0.001,3,0.13841250572998637,8.1850017433543185e-23,0.011437903637372439,-0.0023311995075554915,0.020367706890606734,0.26035560679535974
10500,30,9,ICD,0.01,3,0.13841283299660145,8.1830937298299972e-23,0.011437903637188137,-0.0023311557681603393,0.020367665068494748,0.26035561791036832
10500,30,9,ICD,0.10000000000000001,3,0.1384126153628624,8.1843625181828287e-23,0.011437903618761824,-0.0023307184559543523,0.020367246977953835,0.26035572902575033
10500,30,9,ICD,1.0,3,0.13838636236908314,8.3388524488913588e-23,0.011437901787567661,-0.0023263534645782138,0.020363079052149593,0.2603568367299976
10500,30,9,ICD,10.0,3,0.13828964793226906,8.9332935423576065e-23,0.011437729153379343,-0.0022834753069468144,0.020322623781024077,0.26036758847505137
10500,30,10,Mklaren,0,3,0.84183998777327107,0.0,0.72814125453883727,0.75708891196606065,0.73866444977020107,0.046668039948769439
10500,30,10,Mklaren,1.0000000000000001e-05,3,0.84183998777327107,0.0,0.7281412544255671,0.75708871614483975,0.73866433527376485,0.046668060394989844
10500,30,10,Mklaren,0.0001,3,0.84183905128481118,0.0,0.72814124321941909,0.75708694526757903,0.73866329522108176,0.046668246122573122
10500,30,10,Mklaren,0.001,3,0.84181361801505905,0.0,0.72814013013721268,0.75706840269389319,0.73865195347779022,0.046670271476293837
10500,30,10,Mklaren,0.01,3,0.8415934412260847,0.0,0.72803574239246793,0.75680537487076927,0.73845141080686771,0.046706083417569405
10500,30,10,Mklaren,0.10000000000000001,3,0.83938272969166727,0.0,0.72191901876874254,0.75043618738694007,0.7328813568760858,0.04770075673748303
10500,30,10,Mklaren,1.0,3,0.79818522459988461,0.0,0.57564857656421531,0.59851634293854983,0.58896897897404221,0.073399933887891122
10500,30,10,Mklaren,10.0,3,0.75178320260992415,0.0,0.17457574978322174,0.18202439330098041,0.18456917569213555,0.1456156969489803
10500,30,10,CSI,0,3,0.63669012412856885,0.0,0.52376710430761408,0.53506232893385486,0.4542328936427818,0.097460453045162265
10500,30,10,CSI,1.0000000000000001e-05,3,0.63669012412856885,0.0,0.52376710430761286,0.53506233005863291,0.45423289243518927,0.097460453260808308
10500,30,10,CSI,0.0001,3,0.63669012412856885,0.0,0.52376710430749773,0.53506234018152676,0.45423288156677583,0.09746045520163707
10500,30,10,CSI,0.001,3,0.63669012412856885,0.0,0.52376710429597895,0.53506244139959314,0.45423277287475194,0.097460474611333558
10500,30,10,CSI,0.01,3,0.63668828849634795,0.0,0.52376710314426633,0.53506345249335407,0.45423168516570434,0.097460668849160145
10500,30,10,CSI,0.10000000000000001,3,0.63669603811682862,0.0,0.52376698815869982,0.53507345491286562,0.45422072933973195,0.097462625287630542
10500,30,10,CSI,1.0,3,0.63664580725695663,0.0,0.5237556726398146,0.53516279706634873,0.45410344087773841,0.097483570094508254
10500,30,10,CSI,10.0,3,0.63579555908762075,0.0,0.52278377679722066,0.53513709975199486,0.45228225218788903,0.097808789171887525
10500,30,10,Nystrom,0,3,0.25979800633452532,6.2367657283266587e-78,0.069850132106802257,0.067138978134494862,0.070226424032848386,0.16603447310704844
10500,30,10,Nystrom,1.0000000000000001e-05,3,0.22190491841381202,7.9768167181555771e-57,0.050262864012591862,0.063717031895019594,0.061055799980073718,0.16767211884362621
10500,30,10,Nystrom,0.0001,3,0.29250855350407157,3.2422934521361982e-99,0.08208967815658394,0.089514587894818948,0.088895444089357761,0.16270064970248121
10500,30,10,Nystrom,0.001,3,0.11479279847530142,3.8888516724980362e-16,0.020780199875801528,0.015234901969476231,0.011805894715791384,0.17646692898073002
10500,30,10,Nystrom,0.01,3,0.15511313296742268,2.6711398255109395e-28,0.027855365506532719,0.016396867710750794,0.016958737743969221,0.17554675916809914
10500,30,10,Nystrom,0.10000000000000001,3,0.056979527790166039,5.5462360433322781e-05,0.0062648501915122902,0.00027762655856932789,0.0042002003930947645,0.17782511712688015
10500,30,10,Nystrom,1.0,3,0.15722158091891617,4.8791253285773439e-29,0.053856465801735781,0.041270425675393907,0.036932699496942181,0.17197990558004625
10500,30,10,Nystrom,10.0,3,0.19277991869997682,4.5959442830777884e-43,0.050531140178195856,0.060485522189810133,0.040033574116901255,0.1714261663719166
10500,30,10,ICD,0,3,0.14796895327640774,7.1133467289974382e-26,0.0347080200309723,0.017387776440887223,0.019085198597252519,0.17516702606265958
10500,30,10,ICD,1.0000000000000001e-05,3,0.14796895327640774,7.1133467289974382e-26,0.034708020030972175,0.017387776433170143,0.01908519862848717,0.17516702605708184
10500,30,10,ICD,0.0001,3,0.14796895327640774,7.1133467289974382e-26,0.034708020030972418,0.017387776363716433,0.019085198909599633,0.17516702600688214
10500,30,10,ICD,0.001,3,0.14796895327640774,7.1133467289974382e-26,0.034708020030967041,0.017387775669212888,0.019085201720735766,0.17516702550488303
10500,30,10,ICD,0.01,3,0.14796873122644585,7.1145515974027527e-26,0.034708020030445139,0.017387768727494163,0.019085229833253014,0.17516702048468552
10500,30,10,ICD,0.10000000000000001,3,0.1479716310280666,7.0988328544310547e-26,0.034708019978283683,0.017387699641923025,0.01908551107405301,0.17516697026206224
10500,30,10,ICD,1.0,3,0.14797109044729037,7.1017605292556699e-26,0.034708014797185431,0.017387041709081553,0.019088334953794965,0.17516646598726116
10500,30,10,ICD,10.0,3,0.14795517307465492,7.1885040936620438e-26,0.034707528509530218,0.017383530701811752,0.0191176350123544,0.17516123372436332
10500,30,11,Mklaren,0,3,0.45862537306790407,1.2515507433381145e-258,0.24344680587518222,0.21717112938407229,0.23161295089987732,0.3087445136756149
10500,30,11,Mklaren,1.0000000000000001e-05,3,0.45862458883626728,1.2544052114151555e-258,0.24344680545531644,0.21717605141584356,0.23161367878111858,0.3087442212066826
10500,30,11,Mklaren,0.0001,3,0.4586264516384071,1.2476355271587627e-258,0.24344676395549888,0.21722024355525696,0.23162016968095164,0.308741613107399
10500,30,11,Mklaren,0.001,3,0.45856509729694406,1.4910247850535844e-258,0.24344267991779692,0.21765180997029981,0.23167923634057766,0.30871787961641678
10500,30,11,Mklaren,0.01,3,0.45769545588445565,1.8570135825014136e-257,0.24309234594119924,0.22106806868778381,0.23177433865357353,0.30867966669050956
10500,30,11,Mklaren,0.10000000000000001,3,0.44187483480069562,4.4578118390423538e-238,0.23139549606703871,0.22300138854997495,0.21873924217127608,0.31391728037602762
10500,30,11,Mklaren,1.0,3,0.40288074631928739,1.6919562928220647e-194,0.17810138792194191,0.17746144897609703,0.16313291772599534,0.33626037897230499
10500,30,11,Mklaren,10.0,3,0.35730588726523277,1.8337610805451932e-150,0.056704788574413419,0.066574917337405656,0.055701845825497989,0.37942710606175012
10500,30,11,CSI,0,3,0.25908665580681361,1.6813106034239167e-77,0.071288954327344653,0.087356182856753242,0.073307725392331158,0.37235291248826491
10500,30,11,CSI,1.0000000000000001e-05,3,0.25908665580681361,1.6813106034239167e-77,0.071288954327344653,0.087356182676197255,0.073307725517460398,0.3723529124379869
10500,30,11,CSI,0.0001,3,0.25908665580681361,1.6813106034239167e-77,0.071288954327341475,0.087356181051192444,0.073307726643619855,0.37235291198548637
10500,30,11,CSI,0.001,3,0.25908492971099861,1.6853549663944885e-77,0.071288954327048043,0.087356164801006844,0.073307737904910436,0.37235290746060312
10500,30,11,CSI,0.01,3,0.25908560546119003,1.683770482668728e-77,0.07128895429767218,0.087356002285145604,0.073307850487326284,0.37235286222402181
10500,30,11,CSI,0.10000000000000001,3,0.2590811839966794,1.6941648242147752e-77,0.071288951362418404,0.087354375727639572,0.073308973264942526,0.37235241108233547
10500,30,11,CSI,1.0,3,0.25907329171636811,1.7128778859236151e-77,0.071288660137110577,0.08733797150754867,0.073319898729850438,0.37234802113672977
