kernel,d,n,p,method,lambda,rank,limit,time
exponential_kernel,100,100,3,Nystrom,0.1,10,3600,0.1548628807067871
exponential_kernel,100,100,3,l2krr,0.1,10,3600,0.07730913162231445
exponential_kernel,100,100,3,alignf,0.1,10,3600,0.11136293411254883
exponential_kernel,100,100,3,uniform,0.1,10,3600,0.06491589546203613
exponential_kernel,100,100,3,RFF,0.1,10,3600,0.00839996337890625
exponential_kernel,100,100,3,ICD,0.1,10,3600,0.02805495262145996
exponential_kernel,100,316,3,Mklaren,0.1,10,3600,0.19147610664367676
exponential_kernel,100,316,3,CSI,0.1,10,3600,0.48972392082214355
exponential_kernel,100,316,3,alignfc,0.1,10,3600,0.7337889671325684
exponential_kernel,100,316,3,FITC,0.1,10,3600,1.562911033630371
exponential_kernel,100,316,3,align,0.1,10,3600,0.5231170654296875
exponential_kernel,100,316,3,Nystrom,0.1,10,3600,0.06608104705810547
exponential_kernel,100,316,3,l2krr,0.1,10,3600,0.5008590221405029
exponential_kernel,100,316,3,alignf,0.1,10,3600,0.6363010406494141
exponential_kernel,100,316,3,uniform,0.1,10,3600,0.4834911823272705
exponential_kernel,100,316,3,RFF,0.1,10,3600,0.010005950927734375
exponential_kernel,100,316,3,ICD,0.1,10,3600,0.06284785270690918
exponential_kernel,100,1000,3,Mklaren,0.1,10,3600,0.417924165725708
exponential_kernel,100,1000,3,CSI,0.1,10,3600,1.2445759773254395
exponential_kernel,100,1000,3,alignfc,0.1,10,3600,10.244093894958496
exponential_kernel,100,1000,3,FITC,0.1,10,3600,1.655350923538208
exponential_kernel,100,1000,3,align,0.1,10,3600,4.777398109436035
exponential_kernel,100,1000,3,Nystrom,0.1,10,3600,0.18876886367797852
exponential_kernel,100,1000,3,l2krr,0.1,10,3600,5.934262990951538
exponential_kernel,100,1000,3,alignf,0.1,10,3600,9.954278945922852
exponential_kernel,100,1000,3,ICD,0.1,10,3600,0.14411282539367676
exponential_kernel,100,1000,3,RFF,0.1,10,3600,0.014722108840942383
exponential_kernel,100,1000,3,uniform,0.1,10,3600,3.4508628845214844
exponential_kernel,100,3162,3,Mklaren,0.1,10,3600,1.3192901611328125
exponential_kernel,100,3162,3,CSI,0.1,10,3600,5.769193172454834
exponential_kernel,100,3162,3,alignfc,0.1,10,3600,239.56930589675903
exponential_kernel,100,3162,3,FITC,0.1,10,3600,3.830786943435669
exponential_kernel,100,3162,3,align,0.1,10,3600,71.13671207427979
exponential_kernel,100,3162,3,Nystrom,0.1,10,3600,0.40561509132385254
exponential_kernel,100,3162,3,l2krr,0.1,10,3600,121.63488006591797
exponential_kernel,100,3162,3,alignf,0.1,10,3600,235.5978479385376
exponential_kernel,100,3162,3,ICD,0.1,10,3600,0.3980560302734375
exponential_kernel,100,3162,3,RFF,0.1,10,3600,0.05640292167663574
exponential_kernel,100,3162,3,uniform,0.1,10,3600,37.89901900291443
exponential_kernel,100,10000,3,Mklaren,0.1,10,3600,3.8775899410247803
exponential_kernel,100,10000,3,CSI,0.1,10,3600,35.096803188323975
exponential_kernel,100,10000,3,alignfc,0.1,10,3600,inf
exponential_kernel,100,10000,3,FITC,0.1,10,3600,6.390836954116821
exponential_kernel,100,10000,3,align,0.1,10,3600,1588.3157341480255
exponential_kernel,100,10000,3,Nystrom,0.1,10,3600,1.0474858283996582
exponential_kernel,100,10000,3,l2krr,0.1,10,3600,inf
exponential_kernel,100,10000,3,alignf,0.1,10,3600,inf
exponential_kernel,100,10000,3,ICD,0.1,10,3600,1.0421350002288818
exponential_kernel,100,10000,3,RFF,0.1,10,3600,0.13628482818603516
exponential_kernel,100,10000,3,uniform,0.1,10,3600,540.6372599601746
exponential_kernel,100,31622,3,Mklaren,0.1,10,3600,10.818886995315552
exponential_kernel,100,31622,3,alignfc,0.1,10,3600,inf
exponential_kernel,100,31622,3,FITC,0.1,10,3600,15.086097002029419
exponential_kernel,100,31622,3,align,0.1,10,3600,inf
exponential_kernel,100,31622,3,Nystrom,0.1,10,3600,3.1038448810577393
exponential_kernel,100,31622,3,l2krr,0.1,10,3600,inf
exponential_kernel,100,31622,3,alignf,0.1,10,3600,inf
exponential_kernel,100,31622,3,uniform,0.1,10,3600,inf
exponential_kernel,100,31622,3,RFF,0.1,10,3600,0.3191659450531006
exponential_kernel,100,31622,3,ICD,0.1,10,3600,3.0054101943969727
exponential_kernel,100,100000,3,Mklaren,0.1,10,3600,36.42490816116333
exponential_kernel,100,100000,3,CSI,0.1,10,3600,inf
exponential_kernel,100,100000,3,alignfc,0.1,10,3600,inf
exponential_kernel,100,100000,3,FITC,0.1,10,3600,58.12960600852966
exponential_kernel,100,100000,3,align,0.1,10,3600,inf
exponential_kernel,100,100000,3,Nystrom,0.1,10,3600,10.27875304222107
exponential_kernel,100,100000,3,l2krr,0.1,10,3600,inf
exponential_kernel,100,100000,3,alignf,0.1,10,3600,inf
exponential_kernel,100,100000,3,uniform,0.1,10,3600,inf
exponential_kernel,100,100000,3,RFF,0.1,10,3600,0.8877489566802979
exponential_kernel,100,100000,3,ICD,0.1,10,3600,10.13958191871643
exponential_kernel,100,316227,3,Mklaren,0.1,10,3600,123.7623679637909
exponential_kernel,100,316227,3,CSI,0.1,10,3600,inf
exponential_kernel,100,316227,3,alignfc,0.1,10,3600,inf
exponential_kernel,100,316227,3,FITC,0.1,10,3600,189.98906993865967
exponential_kernel,100,316227,3,align,0.1,10,3600,inf
exponential_kernel,100,316227,3,Nystrom,0.1,10,3600,32.000595808029175
exponential_kernel,100,316227,3,l2krr,0.1,10,3600,inf
exponential_kernel,100,316227,3,alignf,0.1,10,3600,inf
exponential_kernel,100,316227,3,uniform,0.1,10,3600,inf
exponential_kernel,100,316227,3,RFF,0.1,10,3600,3.5081231594085693
exponential_kernel,100,316227,3,ICD,0.1,10,3600,32.130528926849365
exponential_kernel,100,1000000,3,Mklaren,0.1,10,3600,397.32450795173645
exponential_kernel,100,1000000,3,CSI,0.1,10,3600,inf
exponential_kernel,100,1000000,3,alignfc,0.1,10,3600,inf
exponential_kernel,100,1000000,3,FITC,0.1,10,3600,692.3216848373413
exponential_kernel,100,1000000,3,align,0.1,10,3600,inf
exponential_kernel,100,1000000,3,Nystrom,0.1,10,3600,100.95961213111877
exponential_kernel,100,1000000,3,l2krr,0.1,10,3600,inf
exponential_kernel,100,1000000,3,alignf,0.1,10,3600,inf
exponential_kernel,100,1000000,3,uniform,0.1,10,3600,inf
exponential_kernel,100,1000000,3,RFF,0.1,10,3600,10.564115047454834
exponential_kernel,100,1000000,3,ICD,0.1,10,3600,101.73178219795227
exponential_kernel,100,100,3,Mklaren,0.1,30,3600,0.26232218742370605
exponential_kernel,100,100,3,CSI,0.1,30,3600,0.5531299114227295
exponential_kernel,100,100,3,alignfc,0.1,30,3600,0.24609088897705078
exponential_kernel,100,100,3,FITC,0.1,30,3600,1.183142900466919
exponential_kernel,100,100,3,align,0.1,30,3600,0.09993195533752441
exponential_kernel,100,100,3,l2krr,0.1,30,3600,0.11565399169921875
exponential_kernel,100,100,3,alignf,0.1,30,3600,0.1306600570678711
exponential_kernel,100,100,3,uniform,0.1,30,3600,0.09111905097961426
exponential_kernel,100,100,3,RFF,0.1,30,3600,0.022799968719482422
exponential_kernel,100,100,3,ICD,0.1,30,3600,0.0603489875793457
exponential_kernel,100,316,3,Mklaren,0.1,30,3600,0.3217489719390869
exponential_kernel,100,316,3,CSI,0.1,30,3600,0.9595358371734619
exponential_kernel,100,316,3,alignfc,0.1,30,3600,0.8603758811950684
exponential_kernel,100,316,3,FITC,0.1,30,3600,1.3897879123687744
exponential_kernel,100,316,3,align,0.1,30,3600,0.4206418991088867
exponential_kernel,100,316,3,l2krr,0.1,30,3600,0.5024559497833252
exponential_kernel,100,316,3,alignf,0.1,30,3600,0.634631872177124
exponential_kernel,100,316,3,uniform,0.1,30,3600,0.38028407096862793
exponential_kernel,100,316,3,RFF,0.1,30,3600,0.02207207679748535
exponential_kernel,100,316,3,ICD,0.1,30,3600,0.0831761360168457
exponential_kernel,100,1000,3,Mklaren,0.1,30,3600,0.772083044052124
exponential_kernel,100,1000,3,CSI,0.1,30,3600,2.825565814971924
exponential_kernel,100,1000,3,alignfc,0.1,30,3600,10.479337930679321
exponential_kernel,100,1000,3,FITC,0.1,30,3600,2.397214889526367
exponential_kernel,100,1000,3,align,0.1,30,3600,5.1700170040130615
exponential_kernel,100,1000,3,Nystrom,0.1,30,3600,0.18557500839233398
exponential_kernel,100,1000,3,l2krr,0.1,30,3600,6.456023931503296
exponential_kernel,100,1000,3,alignf,0.1,30,3600,10.258648872375488
exponential_kernel,100,1000,3,uniform,0.1,30,3600,3.4964070320129395
exponential_kernel,100,1000,3,RFF,0.1,30,3600,0.06333494186401367
exponential_kernel,100,1000,3,ICD,0.1,30,3600,0.18393492698669434
exponential_kernel,100,3162,3,Mklaren,0.1,30,3600,2.5125951766967773
exponential_kernel,100,3162,3,CSI,0.1,30,3600,10.174203872680664
exponential_kernel,100,3162,3,alignfc,0.1,30,3600,239.71270990371704
exponential_kernel,100,3162,3,FITC,0.1,30,3600,5.29047703742981
exponential_kernel,100,3162,3,align,0.1,30,3600,71.93780207633972
exponential_kernel,100,3162,3,Nystrom,0.1,30,3600,0.4508659839630127
exponential_kernel,100,3162,3,l2krr,0.1,30,3600,117.71219110488892
exponential_kernel,100,3162,3,alignf,0.1,30,3600,234.42154693603516
exponential_kernel,100,3162,3,ICD,0.1,30,3600,0.44864487648010254
exponential_kernel,100,3162,3,RFF,0.1,30,3600,0.10859012603759766
exponential_kernel,100,3162,3,uniform,0.1,30,3600,41.441425800323486
exponential_kernel,100,10000,3,Mklaren,0.1,30,3600,7.266646146774292
exponential_kernel,100,10000,3,CSI,0.1,30,3600,47.24145197868347
exponential_kernel,100,10000,3,alignfc,0.1,30,3600,inf
exponential_kernel,100,10000,3,FITC,0.1,30,3600,11.010324001312256
exponential_kernel,100,10000,3,align,0.1,30,3600,1566.6915409564972
exponential_kernel,100,10000,3,Nystrom,0.1,30,3600,1.3490970134735107
exponential_kernel,100,10000,3,l2krr,0.1,30,3600,inf
exponential_kernel,100,10000,3,alignf,0.1,30,3600,inf
exponential_kernel,100,10000,3,ICD,0.1,30,3600,1.3589799404144287
exponential_kernel,100,10000,3,RFF,0.1,30,3600,0.2264859676361084
exponential_kernel,100,10000,3,uniform,0.1,30,3600,538.3378059864044
exponential_kernel,100,31622,3,Mklaren,0.1,30,3600,21.6826069355011
exponential_kernel,100,31622,3,alignfc,0.1,30,3600,inf
exponential_kernel,100,31622,3,FITC,0.1,30,3600,27.76219391822815
exponential_kernel,100,31622,3,align,0.1,30,3600,inf
exponential_kernel,100,31622,3,Nystrom,0.1,30,3600,3.9019429683685303
exponential_kernel,100,31622,3,l2krr,0.1,30,3600,inf
exponential_kernel,100,31622,3,alignf,0.1,30,3600,inf
exponential_kernel,100,31622,3,uniform,0.1,30,3600,inf
exponential_kernel,100,31622,3,RFF,0.1,30,3600,0.735435962677002
exponential_kernel,100,31622,3,ICD,0.1,30,3600,4.082993984222412
exponential_kernel,100,100000,3,Mklaren,0.1,30,3600,82.20464086532593
exponential_kernel,100,100000,3,CSI,0.1,30,3600,inf
exponential_kernel,100,100000,3,alignfc,0.1,30,3600,inf
exponential_kernel,100,100000,3,FITC,0.1,30,3600,118.13410592079163
exponential_kernel,100,100000,3,align,0.1,30,3600,inf
exponential_kernel,100,100000,3,Nystrom,0.1,30,3600,14.339640140533447
exponential_kernel,100,100000,3,l2krr,0.1,30,3600,inf
exponential_kernel,100,100000,3,alignf,0.1,30,3600,inf
exponential_kernel,100,100000,3,uniform,0.1,30,3600,inf
exponential_kernel,100,100000,3,RFF,0.1,30,3600,2.749943971633911
exponential_kernel,100,100000,3,ICD,0.1,30,3600,15.0487220287323
exponential_kernel,100,316227,3,Mklaren,0.1,30,3600,269.2579290866852
exponential_kernel,100,316227,3,CSI,0.1,30,3600,inf
exponential_kernel,100,316227,3,alignfc,0.1,30,3600,inf
exponential_kernel,100,316227,3,FITC,0.1,30,3600,445.62621808052063
exponential_kernel,100,316227,3,align,0.1,30,3600,inf
exponential_kernel,100,316227,3,Nystrom,0.1,30,3600,44.92665696144104
exponential_kernel,100,316227,3,l2krr,0.1,30,3600,inf
exponential_kernel,100,316227,3,alignf,0.1,30,3600,inf
exponential_kernel,100,316227,3,uniform,0.1,30,3600,inf
exponential_kernel,100,316227,3,RFF,0.1,30,3600,10.633418083190918
exponential_kernel,100,316227,3,ICD,0.1,30,3600,50.48401117324829
exponential_kernel,100,1000000,3,Mklaren,0.1,30,3600,867.6310811042786
exponential_kernel,100,1000000,3,CSI,0.1,30,3600,inf
exponential_kernel,100,1000000,3,alignfc,0.1,30,3600,inf
exponential_kernel,100,1000000,3,FITC,0.1,30,3600,1433.3027000427246
exponential_kernel,100,1000000,3,align,0.1,30,3600,inf
exponential_kernel,100,1000000,3,Nystrom,0.1,30,3600,140.41489505767822
exponential_kernel,100,1000000,3,l2krr,0.1,30,3600,inf
exponential_kernel,100,1000000,3,alignf,0.1,30,3600,inf
exponential_kernel,100,1000000,3,uniform,0.1,30,3600,inf
exponential_kernel,100,1000000,3,RFF,0.1,30,3600,32.1476731300354
exponential_kernel,100,1000000,3,ICD,0.1,30,3600,150.50991892814636
exponential_kernel,100,100,10,Mklaren,0.1,5,3600,0.14935898780822754
exponential_kernel,100,100,10,CSI,0.1,5,3600,0.2873499393463135
exponential_kernel,100,100,10,alignfc,0.1,5,3600,0.3090939521789551
exponential_kernel,100,100,10,FITC,0.1,5,3600,3.0196950435638428
exponential_kernel,100,100,10,align,0.1,5,3600,0.0859839916229248
exponential_kernel,100,100,10,Nystrom,0.1,5,3600,0.05333399772644043
exponential_kernel,100,100,10,l2krr,0.1,5,3600,0.08652901649475098
exponential_kernel,100,100,10,alignf,0.1,5,3600,0.2507660388946533
exponential_kernel,100,100,10,ICD,0.1,5,3600,0.05420708656311035
exponential_kernel,100,100,10,RFF,0.1,5,3600,0.012835979461669922
exponential_kernel,100,100,10,uniform,0.1,5,3600,0.07285690307617188
exponential_kernel,100,316,10,Mklaren,0.1,5,3600,0.3320040702819824
exponential_kernel,100,316,10,CSI,0.1,5,3600,0.4759700298309326
exponential_kernel,100,316,10,alignfc,0.1,5,3600,3.197403907775879
exponential_kernel,100,316,10,FITC,0.1,5,3600,3.8172178268432617
exponential_kernel,100,316,10,align,0.1,5,3600,0.5804319381713867
exponential_kernel,100,316,10,Nystrom,0.1,5,3600,0.17577695846557617
exponential_kernel,100,316,10,l2krr,0.1,5,3600,0.5294711589813232
exponential_kernel,100,316,10,alignf,0.1,5,3600,2.4751908779144287
exponential_kernel,100,316,10,uniform,0.1,5,3600,0.4271888732910156
exponential_kernel,100,316,10,RFF,0.1,5,3600,0.022823095321655273
exponential_kernel,100,316,10,ICD,0.1,5,3600,0.12042593955993652
exponential_kernel,100,1000,10,Mklaren,0.1,5,3600,0.9365320205688477
exponential_kernel,100,1000,10,CSI,0.1,5,3600,1.7010619640350342
exponential_kernel,100,1000,10,alignfc,0.1,5,3600,52.059401988983154
exponential_kernel,100,1000,10,FITC,0.1,5,3600,7.002496957778931
exponential_kernel,100,1000,10,align,0.1,5,3600,9.543986082077026
exponential_kernel,100,1000,10,Nystrom,0.1,5,3600,0.2740321159362793
exponential_kernel,100,1000,10,l2krr,0.1,5,3600,7.802710056304932
exponential_kernel,100,1000,10,alignf,0.1,5,3600,51.650100231170654
exponential_kernel,100,1000,10,uniform,0.1,5,3600,4.054229974746704
exponential_kernel,100,1000,10,RFF,0.1,5,3600,0.04580092430114746
exponential_kernel,100,1000,10,ICD,0.1,5,3600,0.28966403007507324
exponential_kernel,100,3162,10,Mklaren,0.1,5,3600,3.352602958679199
exponential_kernel,100,3162,10,CSI,0.1,5,3600,11.158360004425049
exponential_kernel,100,3162,10,alignfc,0.1,5,3600,1462.9871520996094
exponential_kernel,100,3162,10,FITC,0.1,5,3600,8.80317997932434
exponential_kernel,100,3162,10,align,0.1,5,3600,155.21187901496887
exponential_kernel,100,3162,10,Nystrom,0.1,5,3600,0.8524739742279053
exponential_kernel,100,3162,10,l2krr,0.1,5,3600,114.50851702690125
exponential_kernel,100,3162,10,alignf,0.1,5,3600,1459.7675709724426
exponential_kernel,100,3162,10,ICD,0.1,5,3600,0.8502638339996338
exponential_kernel,100,3162,10,RFF,0.1,5,3600,0.10071301460266113
exponential_kernel,100,3162,10,uniform,0.1,5,3600,45.572911977767944
exponential_kernel,100,10000,10,Mklaren,0.1,5,3600,9.549065828323364
exponential_kernel,100,10000,10,CSI,0.1,5,3600,84.46669006347656
exponential_kernel,100,10000,10,alignfc,0.1,5,3600,inf
exponential_kernel,100,10000,10,FITC,0.1,5,3600,9.487998008728027
exponential_kernel,100,10000,10,align,0.1,5,3600,inf
exponential_kernel,100,10000,10,Nystrom,0.1,5,3600,2.5522871017456055
exponential_kernel,100,10000,10,l2krr,0.1,5,3600,inf
exponential_kernel,100,10000,10,alignf,0.1,5,3600,inf
exponential_kernel,100,10000,10,ICD,0.1,5,3600,2.565495014190674
exponential_kernel,100,10000,10,RFF,0.1,5,3600,0.24569296836853027
exponential_kernel,100,10000,10,uniform,0.1,5,3600,590.3397660255432
exponential_kernel,100,31622,10,Mklaren,0.1,5,3600,26.226423978805542
exponential_kernel,100,31622,10,alignfc,0.1,5,3600,inf
exponential_kernel,100,31622,10,FITC,0.1,5,3600,25.281306982040405
exponential_kernel,100,31622,10,align,0.1,5,3600,inf
exponential_kernel,100,31622,10,Nystrom,0.1,5,3600,8.379340887069702
exponential_kernel,100,31622,10,l2krr,0.1,5,3600,inf
exponential_kernel,100,31622,10,alignf,0.1,5,3600,inf
exponential_kernel,100,31622,10,uniform,0.1,5,3600,inf
exponential_kernel,100,31622,10,RFF,0.1,5,3600,0.7221109867095947
exponential_kernel,100,31622,10,ICD,0.1,5,3600,7.174385070800781
exponential_kernel,100,100000,10,Mklaren,0.1,5,3600,78.43849301338196
exponential_kernel,100,100000,10,CSI,0.1,5,3600,inf
exponential_kernel,100,100000,10,alignfc,0.1,5,3600,inf
exponential_kernel,100,100000,10,FITC,0.1,5,3600,89.37111711502075
exponential_kernel,100,100000,10,align,0.1,5,3600,inf
exponential_kernel,100,100000,10,Nystrom,0.1,5,3600,27.306577920913696
exponential_kernel,100,100000,10,l2krr,0.1,5,3600,inf
exponential_kernel,100,100000,10,alignf,0.1,5,3600,inf
exponential_kernel,100,100000,10,uniform,0.1,5,3600,inf
exponential_kernel,100,100000,10,RFF,0.1,5,3600,2.0903618335723877
exponential_kernel,100,100000,10,ICD,0.1,5,3600,23.702388048171997
exponential_kernel,100,316227,10,Mklaren,0.1,5,3600,256.7955060005188
exponential_kernel,100,316227,10,CSI,0.1,5,3600,inf
exponential_kernel,100,316227,10,alignfc,0.1,5,3600,inf
exponential_kernel,100,316227,10,FITC,0.1,5,3600,295.11345386505127
exponential_kernel,100,316227,10,align,0.1,5,3600,inf
exponential_kernel,100,316227,10,Nystrom,0.1,5,3600,86.19212293624878
exponential_kernel,100,316227,10,l2krr,0.1,5,3600,inf
exponential_kernel,100,316227,10,alignf,0.1,5,3600,inf
exponential_kernel,100,316227,10,uniform,0.1,5,3600,inf
exponential_kernel,100,316227,10,RFF,0.1,5,3600,7.178041934967041
exponential_kernel,100,316227,10,ICD,0.1,5,3600,74.39781403541565
exponential_kernel,100,1000000,10,Mklaren,0.1,5,3600,840.5097990036011
exponential_kernel,100,1000000,10,CSI,0.1,5,3600,inf
exponential_kernel,100,1000000,10,alignfc,0.1,5,3600,inf
exponential_kernel,100,1000000,10,FITC,0.1,5,3600,1024.571634054184
exponential_kernel,100,1000000,10,align,0.1,5,3600,inf
exponential_kernel,100,1000000,10,Nystrom,0.1,5,3600,258.32343006134033
exponential_kernel,100,1000000,10,l2krr,0.1,5,3600,inf
exponential_kernel,100,1000000,10,alignf,0.1,5,3600,inf
exponential_kernel,100,1000000,10,uniform,0.1,5,3600,inf
exponential_kernel,100,1000000,10,RFF,0.1,5,3600,21.637649059295654
exponential_kernel,100,1000000,10,ICD,0.1,5,3600,262.3749098777771
exponential_kernel,100,100,10,Mklaren,0.1,10,3600,0.19139599800109863
exponential_kernel,100,100,10,CSI,0.1,10,3600,0.33232998847961426
exponential_kernel,100,100,10,alignfc,0.1,10,3600,0.30342912673950195
exponential_kernel,100,100,10,FITC,0.1,10,3600,2.820549964904785
exponential_kernel,100,100,10,align,0.1,10,3600,0.09141111373901367
exponential_kernel,100,100,10,l2krr,0.1,10,3600,0.09395098686218262
exponential_kernel,100,100,10,alignf,0.1,10,3600,0.24419593811035156
exponential_kernel,100,100,10,ICD,0.1,10,3600,0.061071157455444336
exponential_kernel,100,100,10,RFF,0.1,10,3600,0.014059066772460938
exponential_kernel,100,100,10,uniform,0.1,10,3600,0.07543802261352539
exponential_kernel,100,316,10,Mklaren,0.1,10,3600,0.4431581497192383
exponential_kernel,100,316,10,CSI,0.1,10,3600,0.6603128910064697
exponential_kernel,100,316,10,alignfc,0.1,10,3600,2.5651609897613525
exponential_kernel,100,316,10,FITC,0.1,10,3600,3.582098960876465
exponential_kernel,100,316,10,align,0.1,10,3600,0.578758955001831
exponential_kernel,100,316,10,Nystrom,0.1,10,3600,0.13790607452392578
exponential_kernel,100,316,10,l2krr,0.1,10,3600,0.5437760353088379
exponential_kernel,100,316,10,alignf,0.1,10,3600,2.589901924133301
exponential_kernel,100,316,10,uniform,0.1,10,3600,0.43337392807006836
exponential_kernel,100,316,10,RFF,0.1,10,3600,0.027864933013916016
exponential_kernel,100,316,10,ICD,0.1,10,3600,0.13445305824279785
exponential_kernel,100,1000,10,Mklaren,0.1,10,3600,1.120906114578247
exponential_kernel,100,1000,10,CSI,0.1,10,3600,2.3028640747070312
exponential_kernel,100,1000,10,alignfc,0.1,10,3600,51.05451202392578
exponential_kernel,100,1000,10,FITC,0.1,10,3600,7.877019166946411
exponential_kernel,100,1000,10,align,0.1,10,3600,9.545102834701538
exponential_kernel,100,1000,10,Nystrom,0.1,10,3600,0.3212010860443115
exponential_kernel,100,1000,10,l2krr,0.1,10,3600,8.234378814697266
exponential_kernel,100,1000,10,alignf,0.1,10,3600,51.4726779460907
exponential_kernel,100,1000,10,uniform,0.1,10,3600,5.008872985839844
exponential_kernel,100,1000,10,RFF,0.1,10,3600,0.056162118911743164
exponential_kernel,100,1000,10,ICD,0.1,10,3600,0.3148679733276367
exponential_kernel,100,3162,10,Mklaren,0.1,10,3600,3.436354875564575
exponential_kernel,100,3162,10,CSI,0.1,10,3600,11.968974113464355
exponential_kernel,100,3162,10,alignfc,0.1,10,3600,1466.9209940433502
exponential_kernel,100,3162,10,FITC,0.1,10,3600,9.475574970245361
exponential_kernel,100,3162,10,align,0.1,10,3600,154.94203901290894
exponential_kernel,100,3162,10,Nystrom,0.1,10,3600,0.9176638126373291
exponential_kernel,100,3162,10,l2krr,0.1,10,3600,116.35610795021057
exponential_kernel,100,3162,10,alignf,0.1,10,3600,1462.3083431720734
exponential_kernel,100,3162,10,ICD,0.1,10,3600,0.8707690238952637
exponential_kernel,100,3162,10,RFF,0.1,10,3600,0.13400506973266602
exponential_kernel,100,3162,10,uniform,0.1,10,3600,45.12916898727417
exponential_kernel,100,10000,10,Mklaren,0.1,10,3600,10.729779958724976
exponential_kernel,100,10000,10,CSI,0.1,10,3600,87.94349503517151
exponential_kernel,100,10000,10,alignfc,0.1,10,3600,inf
exponential_kernel,100,10000,10,FITC,0.1,10,3600,16.05835199356079
exponential_kernel,100,10000,10,align,0.1,10,3600,inf
exponential_kernel,100,10000,10,Nystrom,0.1,10,3600,2.8454530239105225
exponential_kernel,100,10000,10,l2krr,0.1,10,3600,inf
exponential_kernel,100,10000,10,alignf,0.1,10,3600,inf
exponential_kernel,100,10000,10,ICD,0.1,10,3600,2.7040858268737793
exponential_kernel,100,10000,10,RFF,0.1,10,3600,0.292341947555542
exponential_kernel,100,10000,10,uniform,0.1,10,3600,579.5860798358917
exponential_kernel,100,31622,10,Mklaren,0.1,10,3600,30.036518812179565
exponential_kernel,100,31622,10,alignfc,0.1,10,3600,inf
exponential_kernel,100,31622,10,FITC,0.1,10,3600,33.97760987281799
exponential_kernel,100,31622,10,align,0.1,10,3600,inf
exponential_kernel,100,31622,10,Nystrom,0.1,10,3600,9.11493992805481
exponential_kernel,100,31622,10,l2krr,0.1,10,3600,inf
exponential_kernel,100,31622,10,alignf,0.1,10,3600,inf
exponential_kernel,100,31622,10,uniform,0.1,10,3600,inf
exponential_kernel,100,31622,10,RFF,0.1,10,3600,0.8624551296234131
exponential_kernel,100,31622,10,ICD,0.1,10,3600,8.414671897888184
exponential_kernel,100,100000,10,Mklaren,0.1,10,3600,98.22304105758667
exponential_kernel,100,100000,10,CSI,0.1,10,3600,inf
exponential_kernel,100,100000,10,alignfc,0.1,10,3600,inf
exponential_kernel,100,100000,10,FITC,0.1,10,3600,128.5817379951477
exponential_kernel,100,100000,10,align,0.1,10,3600,inf
exponential_kernel,100,100000,10,Nystrom,0.1,10,3600,28.209537029266357
exponential_kernel,100,100000,10,l2krr,0.1,10,3600,inf
exponential_kernel,100,100000,10,alignf,0.1,10,3600,inf
exponential_kernel,100,100000,10,uniform,0.1,10,3600,inf
exponential_kernel,100,100000,10,RFF,0.1,10,3600,2.9738829135894775
exponential_kernel,100,100000,10,ICD,0.1,10,3600,26.647670030593872
exponential_kernel,100,316227,10,Mklaren,0.1,10,3600,332.20109605789185
exponential_kernel,100,316227,10,CSI,0.1,10,3600,inf
exponential_kernel,100,316227,10,alignfc,0.1,10,3600,inf
exponential_kernel,100,316227,10,FITC,0.1,10,3600,422.55078196525574
exponential_kernel,100,316227,10,align,0.1,10,3600,inf
exponential_kernel,100,316227,10,Nystrom,0.1,10,3600,91.09608793258667
exponential_kernel,100,316227,10,l2krr,0.1,10,3600,inf
exponential_kernel,100,316227,10,alignf,0.1,10,3600,inf
exponential_kernel,100,316227,10,uniform,0.1,10,3600,inf
exponential_kernel,100,316227,10,RFF,0.1,10,3600,10.32669997215271
exponential_kernel,100,316227,10,ICD,0.1,10,3600,92.97804594039917
exponential_kernel,100,1000000,10,Mklaren,0.1,10,3600,1080.8763630390167
exponential_kernel,100,1000000,10,CSI,0.1,10,3600,inf
exponential_kernel,100,1000000,10,alignfc,0.1,10,3600,inf
exponential_kernel,100,1000000,10,FITC,0.1,10,3600,1505.4685180187225
exponential_kernel,100,1000000,10,align,0.1,10,3600,inf
exponential_kernel,100,1000000,10,Nystrom,0.1,10,3600,298.46356105804443
exponential_kernel,100,1000000,10,l2krr,0.1,10,3600,inf
exponential_kernel,100,1000000,10,alignf,0.1,10,3600,inf
exponential_kernel,100,1000000,10,uniform,0.1,10,3600,inf
exponential_kernel,100,1000000,10,RFF,0.1,10,3600,34.08144211769104
exponential_kernel,100,1000000,10,ICD,0.1,10,3600,293.11825799942017
exponential_kernel,100,100,10,Mklaren,0.1,30,3600,0.35488009452819824
exponential_kernel,100,100,10,CSI,0.1,30,3600,0.5751750469207764
exponential_kernel,100,100,10,alignfc,0.1,30,3600,0.3136930465698242
exponential_kernel,100,100,10,FITC,0.1,30,3600,3.4734439849853516
exponential_kernel,100,100,10,align,0.1,30,3600,0.09270691871643066
exponential_kernel,100,100,10,l2krr,0.1,30,3600,0.11163902282714844
exponential_kernel,100,100,10,alignf,0.1,30,3600,0.2885000705718994
exponential_kernel,100,100,10,ICD,0.1,30,3600,0.07767295837402344
exponential_kernel,100,100,10,RFF,0.1,30,3600,0.03318285942077637
exponential_kernel,100,100,10,uniform,0.1,30,3600,0.07272219657897949
exponential_kernel,100,316,10,Mklaren,0.1,30,3600,0.7322359085083008
exponential_kernel,100,316,10,CSI,0.1,30,3600,1.3079450130462646
